"X1","X2","X3","Z1","Z2","y"
1,0.680923388499665,-2.29378433507387,-0.390029041901362,1.52038234030287,3.33618823372995
1,1.01349637056344,0.0353735265096553,0.618977051557287,-0.812910633599638,2.68923030318859
1,-0.00910522348471467,0.176193886990272,-0.465945828314929,-0.0487540814991144,-0.570563890124019
1,0.560053416450838,0.417185741227893,-0.047829668972471,0.049136474458882,-0.87175227527249
1,-1.47854111008637,0.00598050775546646,0.501207885516532,1.44747796236492,-1.98597610672524
1,0.952096836670342,0.823246144262265,0.257144404786887,-2.38683275589173,-0.0498420008554218
1,0.707116035680673,-1.4061270421259,0.851618877968732,1.33813231909034,1.27714262594622
1,1.13934734486139,3.1535389844669,-0.124415165120429,-0.157550559966687,-4.08579838392367
1,0.979187411952049,-1.8240396083842,0.922274237993109,1.61601363229278,1.46077568200761
1,0.376236300050678,0.0953500694813499,-0.999166596416818,-0.127637755194592,0.92815414562305
1,-0.562983933099005,-1.77079761068218,-0.640420868644344,2.81010577965715,1.0746887307358
1,0.474398492151819,0.906144102495455,0.542322190761166,-0.0762241870866817,-5.27583589622523
1,-0.0450625680938509,0.327208817701448,1.03797163973985,-1.80628107124404,2.28591418005424
1,1.43778797071469,0.997012618070582,1.90322673670825,0.539803879961907,0.902373239351425
1,1.77138550145983,-2.32424641884845,-0.456931383715497,-1.08821132843208,7.40368971865894
1,0.736175421250015,1.61316883792991,0.5098777980832,-1.0162238813746,-3.16952670349415
1,-0.576376892218993,0.185812748912719,-1.12188143472431,-0.046459394152251,0.0177636717946593
1,0.807737294891566,4.10773735080599,-0.417582066339873,-1.75428930941538,-1.46872759969129
1,0.318648658129987,1.43204039313179,1.17787969464604,-0.0269563503911729,2.91228470652613
1,0.552211544261036,0.469609182086613,-0.0986706040097364,0.389228862920119,-2.30671090773816
1,-0.160089973934908,1.24172959165118,0.302402018164756,1.20489679594598,-1.36801742710023
1,-2.71331849140649,2.03275381555376,2.32907081351542,1.65068503585567,-3.18236590912137
